ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0044782,cilium organization,64/1275,427/18986,0.14988290398126464,2.2319033843045415,6.907997179098552,1.107602754617119e-9,5.737382268916676e-6,5.545009158904229e-6,AKT1/ARL3/B3GLCT/BBS12/BBS2/BBS7/CCDC146/CCDC32/CCDC66/CENPJ/CEP128/CEP162/CEP290/CFAP54/CFAP69/CFAP91/CIBAR1/CILK1/CLUAP1/CPLANE1/DNAI1/DNAI4/DNALI1/DYNC2I1/DYNC2LI1/DYNLT2B/ELMOD3/FAM149B1/FAM161B/GDI2/GSK3B/IFT22/IFT46/IFT81/IFT88/IQCB1/KIAA0753/KIF27/KIF3A/KIFAP3/LCA5/LRRC23/MACIR/MKKS/ODF2L/OFD1/ONECUT2/PIERCE2/RAB11A/RFX3/SCLT1/SDCCAG8/SEPTIN7/SPACA9/SPEF2/TAPT1/TEKT2/TMEM107/TRIM32/TTC8/TXNDC15/UBE2B/UBXN10/WDR19,64
GO:0060271,cilium assembly,59/1275,398/18986,0.14824120603015076,2.207456892304661,6.531842295157834,7.539184157667234e-9,1.9526486968358133e-5,1.887176834413966e-5,AKT1/ARL3/B3GLCT/BBS2/BBS7/CCDC146/CCDC66/CENPJ/CEP128/CEP162/CEP290/CFAP54/CFAP69/CFAP91/CIBAR1/CILK1/CLUAP1/CPLANE1/DNAI1/DNAI4/DNALI1/DYNC2I1/DYNC2LI1/DYNLT2B/ELMOD3/FAM149B1/GDI2/GSK3B/IFT22/IFT46/IFT81/IFT88/IQCB1/KIAA0753/KIF27/KIF3A/LRRC23/MACIR/MKKS/ODF2L/OFD1/ONECUT2/PIERCE2/RAB11A/RFX3/SCLT1/SDCCAG8/SEPTIN7/SPACA9/SPEF2/TAPT1/TEKT2/TMEM107/TRIM32/TTC8/TXNDC15/UBE2B/UBXN10/WDR19,59
GO:0007018,microtubule-based movement,64/1275,480/18986,0.13333333333333333,1.9854640522875817,5.867376783947668,1.0789484965653777e-7,1.8629844040695523e-4,1.8005189647947147e-4,AP3M1/AP3M2/APC/ARL3/ATP2B4/BBS12/BBS2/BORCS7/CCDC146/CDC42/CEP128/CFAP251/CFAP54/CFAP69/CFAP91/CILK1/CLUAP1/DNAH6/DNAI1/DNAI4/DNAJA1/DNAL4/DNALI1/DYNC2I1/DYNC2LI1/DYNLT1/DYNLT2B/EFHC1/ENKUR/FBXW11/FMN2/HSBP1/IFT22/IFT46/IFT81/IFT88/IGBP1/KIF15/KIF26B/KIF27/KIF2A/KIF2C/KIF3A/KIF3C/KIFAP3/LCA5/LRRC23/LZTFL1/MAP1B/MKKS/NME7/OFD1/PACRG/PIERCE2/RAB1A/RFX3/SPA17/SPACA9/SPEF2/STAU2/TEKT2/TUBA1A/UBE2B/WDR19,64
GO:0016236,macroautophagy,48/1275,372/18986,0.12903225806451613,1.9214168247944337,4.815557853917947,1.0184530425005038e-5,0.013188966900381524,0.012746743868769464,ACBD5/AKT1/ATG4A/ATP6V1B2/CHMP3/CHMP5/EFNB1/EXOC1/EXOC4/FBXO7/FBXW7/FUNDC1/GABARAP/GABARAPL2/IFT88/LGALS8/LZTS1/MTMR3/NBR1/NEDD4/NIPSNAP2/PDCD6IP/PIK3C2B/PIK3CA/RAB1A/RAB3GAP1/RAB7A/SH3GLB1/SNX14/SNX4/SNX7/SPART/SPTLC2/STAM2/STX12/TBC1D12/TBC1D5/TEX264/TP53INP2/TRIM32/TSG101/UBXN2B/UFL1/UFM1/ULK2/VDAC1/VPS13C/WDFY3,48
GO:0042073,intraciliary transport,13/1275,49/18986,0.2653061224489796,3.950668267306923,5.548833432445273,1.4302964804999283e-5,0.014402174611861794,0.013919273004270412,ARL3/BBS12/CILK1/CLUAP1/DYNC2I1/DYNC2LI1/DYNLT2B/IFT22/IFT46/IFT81/IFT88/LCA5/WDR19,13
GO:0031503,protein-containing complex localization,32/1275,214/18986,0.14953271028037382,2.2266886567711195,4.842000331708184,1.668205553497505e-5,0.014402174611861794,0.013919273004270412,AP2B1/AP3M1/ARL3/ATAD1/ATR/BBS12/CACNG4/CEP112/CILK1/CLUAP1/DYNC2I1/DYNC2LI1/DYNLT2B/EPS15/GABARAP/GPHN/IFT22/IFT46/IFT81/IFT88/KIF2C/KIFAP3/LCA5/NMD3/OLFM1/RAB11A/RAB7A/RABEP1/RAP1A/SYNE1/WDR19/ZDHHC2,32
GO:0009062,fatty acid catabolic process,20/1275,106/18986,0.18867924528301888,2.8096189419163893,5.012771666114133,2.2522078730080956e-5,0.016016953956961594,0.015479909168727766,ABCD3/ABHD3/ACADM/ACADS/ACOT8/ACOX1/AKT1/BDH2/CNR1/DECR1/ECHDC1/ECI2/ETFB/HADHA/HADHB/LPIN1/MCEE/NUDT7/PHYH/SCP2,20
GO:0048813,dendrite morphogenesis,24/1275,143/18986,0.16783216783216784,2.499185520361991,4.828221940761438,2.7828684481207403e-5,0.016016953956961594,0.015479909168727766,ADGRB3/ARMCX5-GPRASP2/CDC42/CDKL3/CHRNA7/DCLK1/ELAVL4/EPHB3/GORASP1/GSK3B/LZTS1/MAP6/NEDD4/NEDD4L/NR2E1/PAK3/PHACTR1/PICALM/RAPGEF2/SLITRK5/STAU2/SYNE1/TANC2/TNIK,24
GO:0099111,microtubule-based transport,32/1275,225/18986,0.14222222222222222,2.1178283224400873,4.525611070220855,4.594450187107512e-5,0.02188051442943155,0.021146865804994197,AP3M1/AP3M2/ARL3/BBS12/BORCS7/CDC42/CFAP54/CILK1/CLUAP1/DNAI1/DYNC2I1/DYNC2LI1/DYNLT2B/FBXW11/HSBP1/IFT22/IFT46/IFT81/IFT88/KIF27/KIF3A/KIFAP3/LCA5/MAP1B/OFD1/RAB1A/RFX3/SPA17/SPEF2/STAU2/TUBA1A/WDR19,32
GO:0000281,mitotic cytokinesis,18/1275,94/18986,0.19148936170212766,2.851464330413016,4.82813227086436,4.646441288103225e-5,0.02188051442943155,0.021146865804994197,ANK3/APC/ARL3/CHMP3/CHMP5/EFHC1/EXOC1/EXOC4/IQGAP2/MAP9/MTMR3/MTMR4/PDCD6IP/RAB11A/RACGAP1/RHOC/ROCK2/STMN1,18
GO:0001895,retina homeostasis,13/1275,57/18986,0.22807017543859648,3.396188510491916,4.861087351870706,8.065387350084921e-5,0.027852470982293258,0.026918584025967637,ATP1B2/BBS12/BBS2/CCDC66/CDH23/CDHR1/CLCN3/CRB1/IQCB1/LCA5/MKKS/NDP/SPATA7,13
GO:0055119,relaxation of cardiac muscle,7/1275,18/18986,0.3888888888888889,5.790936819172114,5.456130852000771,9.983377473649627e-5,0.02872994184083615,0.027766633488115568,CAMK2D/CHGA/GSTM2/PDE4B/PDE4D/PIK3CA/RGS2,7
