ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016072,rRNA metabolic process,44/762,268/18986,0.16417910447761194,4.090688290829318,10.419666417903368,1.349809409380919e-15,4.062391344739968e-12,3.842967005147311e-12,BMS1/BYSL/DDX52/DEDD2/DROSHA/ERCC2/EXOSC3/FTSJ3/GAR1/GEMIN4/GTF3C2/KRI1/LSM6/MARS1/METTL16/MRTO4/MTERF4/MTOR/MYC/NAT10/NCL/NOL6/NOP14/NOP2/PDCD11/PES1/POP5/POP7/PPAN/PWP2/RIOK1/RPUSD4/RRP1B/RRP9/RRS1/SLFN12/TCOF1/TFB2M/URB1/USP36/UTP20/WBP11/WDR46/YBEY,44
GO:0042254,ribosome biogenesis,48/762,317/18986,0.15141955835962145,3.772771305794978,10.179913490705246,1.777851792008739e-15,4.062391344739968e-12,3.842967005147311e-12,AFG2B/BMS1/BYSL/C1QBP/CUL4A/DDX52/DHX30/DROSHA/ERCC2/EXOSC3/FTSJ3/GAR1/GEMIN4/GRWD1/KRI1/LSM6/MDN1/METTL16/MPV17L2/MRTO4/MTERF4/MYBBP1A/NAT10/NOC2L/NOL6/NOP14/NOP2/PDCD11/PES1/POP5/POP7/PPAN/PWP2/RIOK1/RIOX2/RPUSD4/RRP1B/RRP9/RRS1/SURF6/TFB2M/URB1/URB2/USP36/UTP20/WBP11/WDR46/YBEY,48
GO:0006364,rRNA processing,36/762,225/18986,0.16,3.9865616797900265,9.21500741011881,1.188869394139252e-12,1.3582832828040953e-9,1.2849175267710282e-9,BMS1/BYSL/DDX52/DROSHA/ERCC2/EXOSC3/FTSJ3/GAR1/GEMIN4/KRI1/LSM6/METTL16/MRTO4/MTERF4/NAT10/NOL6/NOP14/NOP2/PDCD11/PES1/POP5/POP7/PPAN/PWP2/RIOK1/RPUSD4/RRP1B/RRP9/RRS1/TFB2M/URB1/USP36/UTP20/WBP11/WDR46/YBEY,36
GO:0045943,positive regulation of transcription by RNA polymerase I,9/762,36/18986,0.25,6.229002624671916,6.421351390137892,9.146302540066496e-6,0.002786573507206926,0.0026360606689160068,CARM1/DHX33/ERBB2/MARS1/MTOR/MYBBP1A/MYO1C/NCL/UBTF,9
GO:0051056,regulation of small GTPase mediated signal transduction,28/762,300/18986,0.09333333333333334,2.3254943132108488,4.731962093560511,3.199953640524273e-5,0.008602228315997605,0.008137591084602594,ABL1/ARHGAP1/ARHGAP28/ARHGAP29/ARHGAP45/ARHGEF19/ARHGEF2/CSF1/DOCK3/ERBB2/FLCN/HEG1/IQSEC2/ITSN1/LRP4/MAPKAP1/MCF2L/NUP62/PLEKHG3/SEMA4D/SIPA1L1/SIPA1L3/SPRY1/SPRY2/SPRY4/TEK/TIAM1/TNS3,28
GO:0046112,nucleobase biosynthetic process,6/762,17/18986,0.35294117647058826,8.793886058360352,6.573811213321112,3.4683944362446356e-5,0.008805868096465547,0.008330231549506854,CTPS1/DHODH/GART/HPRT1/MTOR/SHMT1,6
GO:0140053,mitochondrial gene expression,19/762,169/18986,0.11242603550295859,2.801208280917548,4.809423574242157,5.0460277950878915e-5,0.012137024749237717,0.011481460473366189,C1QBP/CDK5RAP1/ELAC2/FOXO3/HSD17B10/LARS2/MPV17L2/MRPL3/MRPS9/MTERF4/PTCD1/PUS1/RPUSD4/TARS2/TBRG4/TFB2M/TRUB2/TSFM/TWNK,19
GO:0031589,cell-substrate adhesion,31/762,361/18986,0.08587257617728532,2.1396020095825974,4.470124300361141,6.117023643365527e-5,0.013022451844160064,0.012319062472409393,ABL1/ACTN1/ARL2/C1QBP/CALR/CSF1/DAB2/DAG1/GAS6/HAS2/ITGB5/JUP/LAMC1/NID1/PIP5K1A/POLDIP2/PPFIA1/PXN/RCC2/SFRP1/SPRY4/SRF/TBCD/TEK/THY1/TIAM1/TIMM10B/TRIP6/TYRO3/VCL/ZYX,31
GO:1903312,negative regulation of mRNA metabolic process,14/762,103/18986,0.13592233009708737,3.386642203705119,4.966281868617103,6.269014016882307e-5,0.013022451844160064,0.012319062472409393,ACIN1/C1QBP/FUS/HNRNPAB/HNRNPD/LARP1/METTL16/NOCT/PTBP1/RNPS1/TAF15/THRAP3/U2AF2/YBX3,14
GO:0045727,positive regulation of translation,16/762,139/18986,0.11510791366906475,2.868029985460451,4.519923257366791,1.4696528328469002e-4,0.025831974792732054,0.024436697103247848,ABCF1/C1QBP/CDK5RAP1/EIF3C/EIF4G1/EIF5A/ERBB2/HNRNPD/LARP1/MPV17L2/MTOR/NAT10/RPUSD4/SLC35A4/TRUB2/YBX3,16
GO:0006360,transcription by RNA polymerase I,11/762,75/18986,0.14666666666666667,3.654348206474191,4.709688805715059,1.9031928103910078e-4,0.03221330053143299,0.030473344531289935,CARM1/DHX33/ERBB2/ERCC2/MARS1/MTOR/MYBBP1A/MYO1C/NCL/TCOF1/UBTF,11
GO:0032259,methylation,21/762,225/18986,0.09333333333333334,2.3254943132108488,4.089799986708148,3.0067544412953217e-4,0.045738271848231524,0.04326778359568971,ASMTL/CARM1/DNMT3A/FTSJ3/HSD17B10/LCMT2/METTL13/METTL16/NDUFAF7/NOP2/NSUN2/NSUN7/SETD1A/SETD6/SMYD4/SMYD5/SPOUT1/TFB2M/TRMT1/WDR4/WDR6,21
GO:1903909,regulation of receptor clustering,5/762,16/18986,0.3125,7.786253280839895,5.5528676648138,3.1025961209960116e-4,0.045738271848231524,0.04326778359568971,CD81/GSN/LRP4/MESD/SSH1,5
