ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0007224,smoothened signaling pathway,19/463,148/18986,0.12837837837837837,5.2643453388593775,8.233907089346923,3.6641738973515726e-9,1.4839904284273868e-5,1.3650012023923384e-5,ARMC9/C2CD3/CDON/CREBBP/DZIP1L/EXT1/FGF9/GAS1/GLI2/GLI3/IFT57/NDST1/PAX6/SCUBE1/SMO/TCTN3/TUBD1/TULP3/VCP,19
GO:0002009,morphogenesis of an epithelium,34/463,500/18986,0.068,2.78844060475162,6.407346080823605,7.995206352376663e-8,1.6190292863562742e-4,1.4892123832137372e-4,ACTB/AJUBA/C2CD3/CCN1/CD151/CYP7B1/EGF/EPHA2/EXT1/FLNA/FOXP1/GLI2/GLI3/HBEGF/HS3ST3A1/HS3ST3B1/IFT57/JAG1/LAMA1/LGR5/LIAS/MRTFA/MTHFD1/PLOD3/RDH10/SFRP2/SKI/SMAD3/SMO/SOCS3/SOSTDC1/TRAF3IP1/TULP3/WNT5B,34
GO:0002062,chondrocyte differentiation,15/463,116/18986,0.12931034482758622,5.302562001936398,7.3486965573554714,1.4797777638292823e-7,1.997699981169531e-4,1.8375205284883617e-4,CCN2/COL11A1/COL2A1/CREB3L2/EXT1/EXT2/FGF9/FOSL2/GLI3/GPLD1/SFRP2/SMAD3/SULF2/WNT5B/ZBTB16,15
GO:0007411,axon guidance,20/463,236/18986,0.0847457627118644,3.4751253798001245,6.049126989478687,1.4824942537095032e-6,0.00106868307984942,9.82994001192228e-4,ARHGEF40/CNTN6/CYFIP1/EXT1/FEZF2/FLRT2/GLI2/GLI3/NECTIN1/NEO1/NEXN/PALLD/PAX6/PLEKHG4B/PTPRJ/SEMA3F/SEMA5A/SMO/UNC5D/YTHDF1,20
GO:0006029,proteoglycan metabolic process,11/463,89/18986,0.12359550561797752,5.068216565146698,6.0819489224836065,1.0618470722778142e-5,0.004778311825250164,0.004395177530749923,B3GAT1/COL11A1/COL2A1/EXT1/EXT2/EXTL3/GLB1/HS3ST3A1/HS3ST3B1/NDST1/SULF2,11
GO:0001764,neuron migration,16/463,189/18986,0.08465608465608465,3.471447998445839,5.398563837054317,1.6731809820508784e-5,0.006160348161187325,0.005666399517203883,ADGRL3/AXL/EMX2/FEZF2/FLNA/FLRT2/ITGA3/LRP12/NAV1/NEO1/PAX6/PEX5/SH3RF1/SPOCK1/UNC5D/ZNF609,16
GO:0003002,regionalization,25/463,430/18986,0.05813953488372093,2.3840976442814807,4.589854391828009,6.0232114834146636e-5,0.012037687093856818,0.011072482033829571,ANKS6/C2CD3/CDON/DAAM2/DMRTA2/DZIP1L/EMX2/EXT1/FEZF2/GLI2/GLI3/IFT57/KIF3B/LEFTY2/LFNG/NBL1/PAX6/SEMA3F/SFRP2/SKI/SMAD3/SMO/SOSTDC1/TULP3/ZBTB16,25
GO:0030199,collagen fibril organization,9/463,72/18986,0.125,5.125809935205184,5.5452854399595255,6.1545532943275e-5,0.012037687093856818,0.011072482033829571,COL11A1/COL2A1/COL5A2/COLGALT1/COLGALT2/EXT1/PLOD3/PXDN/SFRP2,9
GO:0090287,regulation of cellular response to growth factor stimulus,23/463,381/18986,0.06036745406824147,2.4754567666082776,4.599538643701638,6.719021688034257e-5,0.012037687093856818,0.011072482033829571,CCN1/CREBBP/CYFIP1/FGF9/FZD1/FZD4/HSPA5/ITGA3/LATS2/LTBP1/NBL1/NEO1/PTPN1/SAP130/SFRP2/SKI/SMAD3/SOSTDC1/SPRED2/SPRED3/SULF2/UBE2O/WASF1,23
GO:0035329,hippo signaling,8/463,57/18986,0.14035087719298245,5.755295365844416,5.684486279377876,6.820281954923556e-5,0.012037687093856818,0.011072482033829571,AJUBA/AMOTL2/LATS2/NUAK2/TEAD3/VCP/WTIP/WWC1,8
GO:0072001,renal system development,21/463,332/18986,0.06325301204819277,2.5937833407062376,4.631828509041681,7.170007327272158e-5,0.012037687093856818,0.011072482033829571,AMER1/ANKS6/ASXL1/BCL2L11/EGR1/EMX2/EXT1/GLI2/GLI3/HS3ST3A1/HS3ST3B1/ITGA3/JAG1/LGR5/RDH10/SDC1/SMAD3/SMO/SULF2/TRAF3IP1/ZBTB16,21
GO:0002088,lens development in camera-type eye,10/463,91/18986,0.10989010989010989,4.506206536444117,5.300598092698973,7.42977078414272e-5,0.012037687093856818,0.011072482033829571,ADAMTS9/CDON/EPHA2/NECTIN1/PAX6/SKI/SMAD3/SPRED2/SPRED3/WNT5B,10
GO:0061351,neural precursor cell proliferation,14/463,171/18986,0.08187134502923976,3.3572556300759095,4.895451569104889,8.038499903025045e-5,0.012037687093856818,0.011072482033829571,CDH2/CDON/DMRTA2/EGF/EMX2/FLNA/GLI3/IGF2BP1/PAX6/PDE9A/RERE/SLC16A2/SMO/TEAD3,14
GO:0031589,cell-substrate adhesion,22/463,361/18986,0.060941828254847646,2.4990098299061283,4.546216081826767,8.394036728717149e-5,0.012037687093856818,0.011072482033829571,ADAMTS9/AJUBA/AXL/BCL2L11/CCN1/CCN2/CDH11/COL26A1/FLNA/FZD4/ITGA3/ITGA7/JAG1/MERTK/MYADM/PARVA/PTPN1/PTPRJ/SMAD3/SPOCK1/TECTA/TLN1,22
GO:0030203,glycosaminoglycan metabolic process,11/463,111/18986,0.0990990990990991,4.063705173856362,5.1180569267638925,8.514525607253641e-5,0.012037687093856818,0.011072482033829571,ABCC5/B3GAT1/CEMIP2/EGF/EXT1/EXT2/GLB1/GNS/HS3ST3A1/HS3ST3B1/NDST1,11
GO:0006023,aminoglycan biosynthetic process,9/463,75/18986,0.12,4.920777537796976,5.378803994103574,8.515003657201635e-5,0.012037687093856818,0.011072482033829571,ABCC5/B3GAT1/B4GALT5/EGF/EXT1/EXT2/HS3ST3A1/HS3ST3B1/NDST1,9
GO:0021915,neural tube development,13/463,151/18986,0.08609271523178808,3.5303591606711193,4.935463720194906,8.619578412885128e-5,0.012037687093856818,0.011072482033829571,C2CD3/DZIP1L/EPHA2/GLI2/GLI3/IFT57/LIAS/MTHFD1/PAX6/PLOD3/SKI/SMO/TULP3,13
GO:0035108,limb morphogenesis,13/463,151/18986,0.08609271523178808,3.5303591606711193,4.935463720194906,8.619578412885128e-5,0.012037687093856818,0.011072482033829571,BCL2L11/C2CD3/COL2A1/CREBBP/ERRFI1/EXT1/FGF9/GLI3/RDH10/SFRP2/SKI/TULP3/ZBTB16,13
GO:0061448,connective tissue development,19/463,290/18986,0.06551724137931035,2.6866314143144416,4.575988950926744,9.917711537638854e-5,0.012590075723194299,0.011580579073264359,AMER1/CCN1/CCN2/COL11A1/COL2A1/CREB3L2/EGR1/ERRFI1/EXT1/EXT2/FGF9/FOSL2/GLI3/GPLD1/SFRP2/SMAD3/SULF2/WNT5B/ZBTB16,19
GO:0002064,epithelial cell development,16/463,219/18986,0.0730593607305936,2.995907176740929,4.696832830646075,9.947714151659693e-5,0.012590075723194299,0.011580579073264359,AMOTL2/ASXL1/CCDC88C/CDH2/EPHA2/FLNA/FOSL2/GPAT4/JAG1/MYADM/PALLD/PAX6/PLOD3/SDC1/SMO/WNT5B,16
